input_img,output,flag,username,timestamp
C:\Users\gokha\Documents\GitHub\FastDiffusion\flagged\input_img\2b5da7df3ca9bf4df701d71d2020438e245d4ab8\tmpp6nd77m1.jpg,C:\Users\gokha\Documents\GitHub\FastDiffusion\flagged\output\e7f94531d98235d66b3495cfa1d20eb7387600cd\tmpojk8m89n.png,,,2023-08-24 21:40:44.170142
